"FoodID","LineNumber","InstructionText"
28570,1,"Slice mushrooms.  Cut green pepper into bite-size pieces.  Dice onion.  Pull off and discard skin from chicken thighs.  In 12 inch skillet over medium-high heat, in 2 tablespoons hot olive oil, cook green pepper and 1/4 teaspoon salt until green pepper is"
28570,2,"tender and lightly browned.  With slotted spoon, remove green pepper to small bowl.  In oil remaining in skillet over medium-high heat, cook mushrooms and onion until all liquid has evaporated from pan and onions are tender, about 10 minutes.  With"
28570,3,"slotted spoon, remove mushroom mixture to another small bowl.  In same skillet over medium-high heat, in an additional 1 tablespoon hot olive oil, cook chicken thighs and 1/2 teaspoon salt until chicken is lightly browned on both sides.  Return mushroom"
28570,4,"mixture to skillet with chicken.  Stir in plum tomato sauce, sugar, and 1/2 teaspoon salt; over high heat, heat to boiling.  Reduce heat to low; cover and simmer until chicken thighs are fork-tender, about 20 to 25 minutes, turning chicken thighs once,"
28570,5,"and stirring occasionally.  Meanwhile, prepare pasta as label directs, but do not use salt in water; drain.  To serve, arrange pasta on large platter; spoon chicken mixture and green pepper on pasta.  Makes 6 main dish servings.   Recipe provided by Good"
28570,6,"Housekeeping. "
28571,1,"In 1-qt saucepan over high heat, heat sugar, lemon juice and water to boiling.  Reduce heat to low and cook, stirring occasionally, until sugar dissolves.  Add almond extract.  In food processor, with knife blade attached, blend frozen peaches until fruit"
28571,2,"resembles finely shaved ice, stopping processor occasionally to scrape down side.  If fruit is not finely shaved, sorbet will not be smooth.  With processor running, slowly pour hot sugar syrup in a thin stream through feed tube until mixture is smooth"
28571,3,"but still frozen.  Spoon sorbet into freezer-safe container and freeze until firm.  To serve, let sorbet stand at room temperature 15 to 20 minutes to soften slightly for easier scooping.  Makes about 3 cups or nine 1/3-cup servings.   Recipe provided by"
28571,4,"Good Housekeeping. "
28572,1,"In 2 quart saucepan, combine sugar, tapioca, and 1 3/4 cups water; let mixture stand 5 minutes to soften tapioca slightly.  Peel peaches.  In small bowl or pie plate, with potato masher or fork, mash 3 peaches.  Dice remaining peach; set aside.  Into"
28572,2,"tapioca in saucepan, stir mashed peaches with their juice.  Cook mixture over medium heat, stirring occasionally, until mixture comes to a full boil.  Remove saucepan from heat.  Stir in almond extract and diced peaches.  Spoon pudding into six 6-ounce"
28572,3,"custard cups; cover and refrigerate until well chilled.  Makes 6 servings.   Recipe provided by Good Housekeeping. "
28573,1,"Prepare orzo as label directs; drain.  Cut off any fat from pork; cut diagonally into thin slices.  In non-stick 12-inch skillet over medium-high heat, in hot olive oil, cook pork slices until browned on both sides, about 5 minutes.  Remove pork to plate."
28573,2," In same skillet over high heat, heat tomatoes with their liquid, frozen artichoke hearts, catsup, salt, sugar, and rosemary to boiling.  Reduce heat to low;  cover and simmer until artichoke hearts are heated through.  Stir in orzo, frozen peas, and"
28573,3,"pork; heat through.  Makes 4 main-dish servings.   Recipe provided by Good Housekeeping. "
28574,1,"Mince onion and bread.  Thaw spinach and drain well.  In nonstick 10 inch skillet over medium heat, in hot salad oil, cook onion and 1/2 teaspoon salt until onion is tender and golden.  Stir in minced bread and spinach (thawed and well drained).  Preheat"
28574,2,"oven to 325°F.  Trim any fat from pork loin roast.  Starting from a long side, cut pork loin roast horizontally almost but not all the way through.  Spread pork roast open; spread cut sides with spinach mixture.  Fold pork roast closed and tie with string"
28574,3,"at 1 inch intervals.  Place pork roast on rack in small roasting pan.  Sprinkle with pepper and 1 teaspoon salt.  Insert meat thermometer into thickest part of roast.  Roast pork 1 hour or until meat thermometer reaches 160°F.  After pork has roasted 45"
28574,4,"minutes, remove roast from oven and spread with mustard.  Sprinkle mustard with parsley to coat; return pork to oven.  While pork is roasting, peel turnips and potatoes; cut each into quarters.  In 4 quart saucepan over high heat, heat potatoes, turnips,"
28574,5,"and enough water to cover to boiling.  Reduce heat to low; cover and simmer  20 to 30 minutes until potatoes and turnips are tender; drain.  To vegetables in saucepan, add milk and 3/4 teaspoon salt.  With potato masher, mash potatoes and turnips until"
28574,6,"smooth; keep warm.  Trim ends from green beans.  In 12 inch skillet over high heat, heat green beans and 1/2 inch water to boiling.  Reduce heat to low; cover and simmer 5 to 10 minutes until beans are tender; drain.  Keep warm.  Prepare Fruit Sauce"
28574,7,"(recipe below); keep warm.  When pork is done, remove to cutting board; let stand 10 minutes for easier slicing.  Cut pork into 1/2 inch slices.  Arrange pork, mashed potato mixture, and green beans on warm large platter.  Serve with Fruit Sauce to spoon"
28574,8,"over pork.  Makes 8 main dish servings.  FRUIT SAUCE:  In 2 quart saucepan over high heat, heat 1 cup chopped mixed dried fruit, chopped, and 1 cup apple juice to boiling.  Reduce heat to low; cover and simmer 3 minutes to soften dried fruit.  In"
28574,9,"measuring cup, stir together 3/4 cup water and 1 tablespoon all-purpose flour.  Into fruit mixture, stir flour mixture, 2 tablespoons brown sugar, and 2 chicken bouillon cubes or envelopes; over high heat, heat to boiling.  Reduce heat to low; simmer 1"
28574,10,"minute.  Pour sauce into gravy boat or bowl.   Recipe provided by Good Housekeeping. "
28575,1,"Squeeze excess liquid from broccoli.  In large bowl, combine broccoli, undiluted broccoli cheese soup or cream of broccoli soup,  milk, salt, and pepper.  Preheat oven to 350°F.  Peel potatoes and slice into 1/8-inch-thick slices.  Add to bowl with soup"
28575,2,"mixture; toss to coat.  Grease deep 2-quart casserole.  Spoon potato mixture into casserole, arranging top layer of potato slices in concentric circles.  Cover and bake 1 hour; uncover and bake 1 hour longer or until potatoes are tender and top is brown."
28575,3," Makes 12 accompaniment servings.   Recipes provided by Good Housekeeping. "
28576,1,"Chop dried tomatoes.  Coarsely chop parsley.  In large bowl, with wire whisk or fork, mix dried tomatoes, parsley, salad oil, vinegar, salt, sugar, and pepper.  Drain potatoes; cut large potatoes in half.  Drain butter beans and garbanzo beans.  Add"
28576,2,"potatoes, butter beans, and garbanzo beans to dried-tomato mixture; toss to coat.  To serve, line platter with lettuce; arrange potato salad on lettuce.  Makes 12 accompaniment servings.   Recipes provided by Good Housekeeping. "
28577,1,"Preheat oven to 350°F.  Cut each bread slice into 4 pieces.  In very large bowl, with wire whisk or fork, beat milk, sugar, pumpkin, flour, ground ginger, vanilla extract, and eggs until well mixed.  Add bread; gently press down bread to coat well.  Let"
28577,2,"bread soak in milk mixture 15 minutes.  Spoon mixture into 13'' by 9'' glass baking dish.  Set baking dish in large roasting pan; place on oven rack.  Fill roasting pan with boiling water to come  halfway up side of baking dish.  Bake bread pudding 1 1/4"
28577,3,"hours or until knife inserted in center of pudding comes out clean.  Carefully remove baking dish from water in roasting pan to wire rack.  Serve warm.  Or, refrigerate to serve cold later.  Sprinkle with confectioners' sugar to serve.  Makes 14 servings."
28577,4,"  Recipes provided by Good Housekeeping. "
28578,1,"Thickly slice mushrooms.  Cut carrots diagonally into 1/4 inch thick slices.  In 12 inch skillet over medium-high heat, in hot olive oil, cook mushrooms and carrots until vegetables are golden brown, about 10 minutes.  Rinse wild rice; drain.  Stir wild"
28578,2,"rice, vegetable broth, salt, and 2 1/2 cups water into mixture in skillet; over high heat, heat to boiling.  Pour mixture into 2 1/2 quart casserole.  Cover and bake in 375°F. oven 1 hour.  Stir in barley and garbanzo beans.  Bake, covered, 20 minutes"
28578,3,"longer, stirring once.  Garnish with chopped parsley.  Makes 4 main-dish servings.   Recipes provided by Good Housekeeping. "
28579,1,"Shell and devein shrimp.  Rinse shrimp with running cold water; pat dry with paper towels.  Rinse scallops with running cold water to remove sand from crevices; pat dry.  Set shrimp and scallops aside.  Hold base of each asparagus stalk firmly and bend"
28579,2,"stalk; the end will break off at the spot when stalk becomes too tough to eat.  Discard tough ends; trim scales if stalks are gritty.  Cut asparagus into 2-inch-long pieces.  Slice mushrooms; cut carrots into 1/4-inch thick slices.  Chop green onions;"
28579,3,"mince garlic; peel and mince ginger.  In 12 inch skillet over medium heat, in hot salad oil, cook ginger and garlic just until garlic begins to brown.  Add asparagus, mushrooms, carrots, and green onions, and cook over high heat until vegetables are"
28579,4,"tender-crisp.  With slotted spoon, remove vegetable mixture to bowl.  In same skillet over high heat, cook shrimp and scallops until shrimp are opaque and scallops are golden.  Return vegetable mixture to skillet; add soy sauce, pepper, and 1/4 cup water,"
28579,5,"gently tossing to coat well and scraping up any brown bits from bottom of skillet. Makes 6 main-dish servings.   Recipes provided by Good Housekeeping. "
28580,1,"Mince garlic cloves.  In 8 quart Dutch oven or saucepot over medium heat, in hot oil, cook garlic until tender but not browned.  Stir in tomatoes with their liquid, clam juice, parsley flakes, basil leaves, black pepper, and crushed red pepper; over high"
28580,2,"heat, heat to boiling.  Reduce heat to medium-low; cover and simmer 30 minutes, stirring occasionally.  Meanwhile, with stiff brush, scrub clams and mussels under running cold water to remove any sand; remove beards from mussels.  Shell and devein shrimp;"
28580,3,"rinse with running cold water.  Rinse scallops with running cold water to remove sand from crevices.  Clean and cut squid crosswise into 1/2 inch thick slices.  Cut flounder and cod into 1 inch chunks.  After sauce has simmered 30 minutes, add clams and"
28580,4,"mussels to Dutch oven.  Over medium-high heat, cook, covered, until shells just begin to open, stirring occasionally, about 5 minutes.  Stir in shrimp, scallops, squid, flounder, and cod.  Over medium-high heat, heat to boiling.  Cook 1 minute or until"
28580,5,"fish flakes easily when tested with fork and shrimp and scallops turn opaque throughout.  To serve, spoon stew in 6 large soup bowls.  If you like, serve with Italian bread.  Makes 6 main dish servings.   Recipes provided by Good Housekeeping. "
28581,1,"Shell and devein shrimp, reserving shells.  Rinse shrimp with running cold water; pat dry with appear towels; coarsely chop.  In 1 quart saucepan over high heat, heat shrimp shells and 3/4 cup water to boiling.  Reduce heat to medium-low; cover and simmer"
28581,2,"10 minutes.  Drain shells, reserving shrimp broth.  Meanwhile, trim rib on each lettuce leaf very thin.  In 10 inch skillet over high heat, heat 1/2 inch water to boiling.  Reduce heat to medium; place lettuce leaves, one at a time, into simmering water"
28581,3,"just until wilted, about 30 seconds.  Remove lettuce leaves to paper towels to drain.  In same saucepan, without the water, over medium heat, in hot margarine, cook shallot and 1/4 tsp salt until shallot is tender; stir in shrimp.  Cook, stirring, until"
28581,4,"shrimp turn opaque.  Add flour; cook, stirring constantly, 1 minute.  Stir in milk; cook, stirring, until mixture boils and thickens.  Boil 1 minute.  Set mixture aside.  In 2 quart saucepan, prepare rice as label directs.  Keep warm.  Arrange 2 lettuce"
28581,5,"leaves on work surface, slightly overlapping; place 1 sole fillet lengthwise along center of leaves.  Spoon one-fourth shrimp mixture onto center of fillet; fold both ends of fillet over to enclose shrimp mixture.  Fold sides of lettuce leaves over sole,"
28581,6,"then fold ends over to fully enclose sole fillets.  Repeat with remaining lettuce leaves, sole fillets, and shrimp mixture to make 4 lettuce bundles in all.  In same 10 inch skillet over medium-high heat, in hot olive oil, cook sliced mushrooms and 1/2"
28581,7,"teaspoon salt until mushrooms are golden and tender.  Add shrimp broth, white wine, and diced tomato.  Arrange lettuce bundles, seam-sides down, in sauce in skillet; over high heat, heat to boiling.  Reduce heat to low; cover and simmer 12 to 15 minutes"
